date,time,cpu-thermal
2026-09-02,13:40:01,58.968
2026-09-02,13:41:01,59.312
2026-09-02,13:42:01,58.875
2026-09-02,13:43:01,58.875
2026-09-02,13:44:01,59.187
2026-09-02,13:45:01,58.812
2026-09-02,13:46:01,59.250
2026-09-02,13:47:01,59.187
2026-09-02,13:48:01,58.968
2026-09-02,13:49:02,59.187
2026-09-02,13:50:01,59.312
2026-09-02,13:51:01,59.062
2026-09-02,13:52:01,59.000
2026-09-02,13:53:01,58.937
2026-09-02,13:54:01,59.343
2026-09-02,13:55:01,59.468
2026-09-02,13:56:01,59.281
2026-09-02,13:57:01,59.187
2026-09-02,13:58:01,59.218
2026-09-02,13:59:01,59.343
2026-09-02,14:00:01,59.343
2026-09-02,14:01:01,59.281
2026-09-02,14:02:02,59.031
2026-09-02,14:03:01,59.000
2026-09-02,14:04:01,59.343
2026-09-02,14:05:01,59.500
2026-09-02,14:06:01,59.218
2026-09-02,14:07:01,59.062
2026-09-02,14:08:01,59.687
2026-09-02,14:09:01,59.312
2026-09-02,14:10:01,59.062
2026-09-02,14:11:01,59.187
2026-09-02,14:12:01,59.125
2026-09-02,14:13:01,59.250
2026-09-02,14:14:01,59.000
2026-09-02,14:15:02,59.125
2026-09-02,14:16:01,59.250
2026-09-02,14:17:01,59.281
2026-09-02,14:18:01,59.375
2026-09-02,14:19:01,59.375
2026-09-02,14:20:01,59.187
2026-09-02,14:21:01,59.343
2026-09-02,14:22:01,60.093
2026-09-02,14:23:01,59.625
2026-09-02,14:24:01,59.375
2026-09-02,14:25:01,59.218
2026-09-02,14:26:01,59.406
2026-09-02,14:27:01,58.937
2026-09-02,14:28:02,58.968
2026-09-02,14:29:01,58.937
2026-09-02,14:30:01,59.062
2026-09-02,14:31:01,59.062
2026-09-02,14:32:01,59.125
2026-09-02,14:33:01,59.062
2026-09-02,14:34:01,59.125
2026-09-02,14:35:01,58.843
2026-09-02,14:36:01,59.062
2026-09-02,14:37:01,58.812
2026-09-02,14:38:01,58.718
2026-09-02,14:39:01,59.031
2026-09-02,14:40:01,58.937
2026-09-02,14:41:01,58.968
2026-09-02,14:42:01,59.156
2026-09-02,14:43:01,58.968
2026-09-02,14:44:01,59.156
2026-09-02,14:45:01,59.187
2026-09-02,14:46:01,59.031
2026-09-02,14:47:01,58.750
2026-09-02,14:48:01,58.843
2026-09-02,14:49:01,58.843
2026-09-02,14:50:01,58.750
2026-09-02,14:51:01,58.906
2026-09-02,14:52:01,58.937
2026-09-02,14:53:02,58.718
2026-09-02,14:54:01,58.843
2026-09-02,14:55:01,58.843
2026-09-02,14:56:01,58.843
2026-09-02,14:57:01,59.093
2026-09-02,14:58:01,58.843
2026-09-02,14:59:01,58.656
2026-09-02,15:00:01,59.343
2026-09-02,15:01:01,59.031
2026-09-02,15:02:01,58.906
2026-09-02,15:03:01,58.687
2026-09-02,15:04:01,58.906
2026-09-02,15:05:01,58.937
2026-09-02,15:06:02,58.968
2026-09-02,15:07:01,59.125
2026-09-02,15:08:01,59.218
2026-09-02,15:09:01,59.000
2026-09-02,15:10:01,59.125
2026-09-02,15:11:01,59.000
2026-09-02,15:12:01,58.875
2026-09-02,15:13:01,58.718
2026-09-02,15:14:01,58.906
2026-09-02,15:15:01,58.781
2026-09-02,15:16:01,59.125
2026-09-02,15:17:01,58.875
2026-09-02,15:18:01,58.843
2026-09-02,15:19:02,58.718
2026-09-02,15:20:01,58.718
2026-09-02,15:21:01,58.781
2026-09-02,15:22:01,58.875
2026-09-02,15:23:01,58.812
2026-09-02,15:24:01,58.687
2026-09-02,15:25:01,58.812
2026-09-02,15:26:01,58.843
2026-09-02,15:27:01,59.125
2026-09-02,15:28:01,59.062
2026-09-02,15:29:01,58.687
2026-09-02,15:30:01,58.625
2026-09-02,15:31:01,59.062
2026-09-02,15:32:02,58.781
2026-09-02,15:33:01,58.875
2026-09-02,15:34:01,58.718
2026-09-02,15:35:01,58.656
2026-09-02,15:36:01,59.093
2026-09-02,15:37:01,59.031
2026-09-02,15:38:01,58.843
2026-09-02,15:39:01,58.718
2026-09-02,15:40:01,58.718
2026-09-02,15:41:01,58.812
2026-09-02,15:42:01,58.718
2026-09-02,15:43:01,58.656
2026-09-02,15:44:01,58.875
2026-09-02,15:45:01,58.843
2026-09-02,15:46:01,58.781
2026-09-02,15:47:01,58.718
2026-09-02,15:48:01,58.812
2026-09-02,15:49:01,58.875
2026-09-02,15:50:01,58.718
2026-09-02,15:51:01,58.812
2026-09-02,15:52:01,58.750
2026-09-02,15:53:01,58.906
2026-09-02,15:54:01,58.875
2026-09-02,15:55:01,58.875
2026-09-02,15:56:01,58.906
2026-09-02,15:57:02,58.718
2026-09-02,15:58:01,58.718
2026-09-02,15:59:01,58.906
2026-09-02,16:00:01,58.718
2026-09-02,16:01:01,58.812
2026-09-02,16:02:01,58.843
2026-09-02,16:03:01,58.843
2026-09-02,16:04:01,58.718
2026-09-02,16:05:01,58.468
2026-09-02,16:06:01,58.562
2026-09-02,16:07:01,58.718
2026-09-02,16:08:01,58.718
2026-09-02,16:09:01,58.937
2026-09-02,16:10:02,58.687
2026-09-02,16:11:01,58.718
2026-09-02,16:12:01,58.750
2026-09-02,16:13:01,58.531
2026-09-02,16:14:01,58.406
2026-09-02,16:15:01,58.531
2026-09-02,16:16:01,58.750
2026-09-02,16:17:01,58.843
2026-09-02,16:18:01,58.687
2026-09-02,16:19:01,58.718
2026-09-02,16:20:01,58.625
2026-09-02,16:21:01,58.593
2026-09-02,16:22:01,58.500
2026-09-02,16:23:02,58.750
2026-09-02,16:24:01,58.781
2026-09-02,16:25:01,58.562
2026-09-02,16:26:01,58.562
2026-09-02,16:27:01,58.437
2026-09-02,16:28:01,58.625
2026-09-02,16:29:01,58.687
2026-09-02,16:30:01,58.500
2026-09-02,16:31:01,58.562
2026-09-02,16:32:01,58.531
2026-09-02,16:33:01,58.625
2026-09-02,16:34:01,58.687
2026-09-02,16:35:01,58.593
2026-09-02,16:36:02,58.781
2026-09-02,16:37:01,58.562
2026-09-02,16:38:01,58.750
2026-09-02,16:39:01,58.531
2026-09-02,16:40:01,58.687
2026-09-02,16:41:01,58.718
2026-09-02,16:42:01,58.625
2026-09-02,16:43:01,58.625
2026-09-02,16:44:01,58.718
2026-09-02,16:45:01,58.593
2026-09-02,16:46:01,58.375
2026-09-02,16:47:01,58.750
2026-09-02,16:48:02,58.718
2026-09-02,16:49:01,58.562
2026-09-02,16:50:01,58.718
2026-09-02,16:51:01,58.812
2026-09-02,16:52:01,58.593
2026-09-02,16:53:01,58.656
2026-09-02,16:54:01,58.750
2026-09-02,16:55:01,58.687
2026-09-02,16:56:01,58.625
2026-09-02,16:57:01,58.625
2026-09-02,16:58:01,58.500
2026-09-02,16:59:01,58.750
2026-09-02,17:00:01,58.718
2026-09-02,17:01:02,58.593
2026-09-02,17:02:01,58.625
2026-09-02,17:03:01,58.375
2026-09-02,17:04:01,58.656
2026-09-02,17:05:01,58.875
2026-09-02,17:06:01,58.718
2026-09-02,17:07:01,58.718
2026-09-02,17:08:01,58.718
2026-09-02,17:09:01,58.562
2026-09-02,17:10:01,58.437
2026-09-02,17:11:01,58.562
2026-09-02,17:12:01,58.562
2026-09-02,17:13:01,58.625
2026-09-02,17:14:02,59.218
2026-09-02,17:15:01,61.375
2026-09-02,17:16:01,62.812
2026-09-02,17:17:01,63.750
2026-09-02,17:18:01,64.281
2026-09-02,17:19:01,65.031
2026-09-02,17:20:01,63.875
2026-09-02,17:21:01,63.906
2026-09-02,17:22:01,65.062
2026-09-02,17:23:01,65.406
2026-09-02,17:24:01,65.968
2026-09-02,17:25:01,64.156
2026-09-02,17:26:01,62.625
2026-09-02,17:27:02,61.531
2026-09-02,17:28:01,60.937
2026-09-02,17:29:01,61.000
2026-09-02,17:30:01,60.625
2026-09-02,17:31:01,60.625
2026-09-02,17:32:01,60.312
2026-09-02,17:33:01,60.625
2026-09-02,17:34:01,60.156
2026-09-02,17:35:01,59.906
2026-09-02,17:36:01,59.781
2026-09-02,17:37:01,59.843
2026-09-02,17:38:01,59.718
2026-09-02,17:39:01,59.531
2026-09-02,17:40:02,59.593
2026-09-02,17:41:01,59.406
2026-09-02,17:42:01,59.218
2026-09-02,17:43:01,59.468
2026-09-02,17:44:01,59.531
2026-09-02,17:45:01,59.656
2026-09-02,17:46:01,59.562
2026-09-02,17:47:01,59.406
2026-09-02,17:48:01,59.500
2026-09-02,17:49:01,59.218
2026-09-02,17:50:01,59.187
2026-09-02,17:51:01,59.031
2026-09-02,17:52:01,59.187
2026-09-02,17:53:02,59.031
2026-09-02,17:54:01,59.125
2026-09-02,17:55:01,59.031
2026-09-02,17:56:01,59.250
2026-09-02,17:57:01,59.062
2026-09-02,17:58:01,58.812
2026-09-02,17:59:01,59.218
2026-09-02,18:00:01,59.187
2026-09-02,18:01:01,58.937
2026-09-02,18:02:01,59.093
2026-09-02,18:03:01,58.906
2026-09-02,18:04:01,58.656
2026-09-02,18:05:01,58.718
2026-09-02,18:06:02,58.937
2026-09-02,18:07:01,58.875
2026-09-02,18:08:01,58.750
2026-09-02,18:09:01,58.562
2026-09-02,18:10:01,58.968
2026-09-02,18:11:01,58.718
2026-09-02,18:12:01,58.593
2026-09-02,18:13:01,58.718
2026-09-02,18:14:01,58.812
2026-09-02,18:15:01,58.906
2026-09-02,18:16:01,58.750
2026-09-02,18:17:01,59.093
2026-09-02,18:18:01,58.812
2026-09-02,18:19:02,58.687
2026-09-02,18:20:01,58.875
2026-09-02,18:21:01,59.250
2026-09-02,18:22:01,58.750
2026-09-02,18:23:01,58.718
2026-09-02,18:24:01,58.593
2026-09-02,18:25:01,58.625
2026-09-02,18:26:01,58.593
2026-09-02,18:27:01,58.718
2026-09-02,18:28:01,58.750
2026-09-02,18:29:01,58.750
2026-09-02,18:30:01,58.875
2026-09-02,18:31:01,58.625
2026-09-02,18:32:02,58.625
2026-09-02,18:33:01,58.468
2026-09-02,18:34:01,58.343
2026-09-02,18:35:01,58.593
2026-09-02,18:36:01,58.562
2026-09-02,18:37:01,58.468
2026-09-02,18:38:01,58.718
2026-09-02,18:39:01,58.718
2026-09-02,18:40:01,58.406
2026-09-02,18:41:01,58.500
2026-09-02,18:42:01,58.312
2026-09-02,18:43:01,58.406
2026-09-02,18:44:01,58.187
2026-09-02,18:45:01,58.187
2026-09-02,18:46:01,58.218
2026-09-02,18:47:01,58.156
2026-09-02,18:48:01,58.000
2026-09-02,18:49:01,58.250
2026-09-02,18:50:01,58.718
2026-09-02,18:51:01,58.093
2026-09-02,18:52:01,58.125
2026-09-02,18:53:01,58.312
2026-09-02,18:54:01,58.062
2026-09-02,18:55:01,58.218
2026-09-02,18:56:01,58.156
2026-09-02,18:57:01,58.281
2026-09-02,18:58:01,58.187
2026-09-02,18:59:01,58.000
2026-09-02,19:00:01,57.968
2026-09-02,19:01:01,57.875
2026-09-02,19:02:01,57.875
2026-09-02,19:03:01,57.812
2026-09-02,19:04:01,58.000
2026-09-02,19:05:01,58.062
2026-09-02,19:06:01,58.000
2026-09-02,19:07:01,58.000
2026-09-02,19:08:01,58.125
2026-09-02,19:09:01,58.031
2026-09-02,19:10:01,57.687
2026-09-02,19:11:01,58.125
2026-09-02,19:12:02,58.000
2026-09-02,19:13:01,57.906
2026-09-02,19:14:01,57.750
2026-09-02,19:15:01,57.937
2026-09-02,19:16:01,57.968
2026-09-02,19:17:01,58.187
2026-09-02,19:18:01,58.156
2026-09-02,19:19:01,57.968
2026-09-02,19:20:01,57.968
2026-09-02,19:21:01,57.625
2026-09-02,19:22:01,58.125
2026-09-02,19:23:01,58.125
2026-09-02,19:24:01,57.875
2026-09-02,19:25:02,57.968
2026-09-02,19:26:01,57.968
2026-09-02,19:27:01,57.875
2026-09-02,19:28:01,57.656
2026-09-02,19:29:01,57.843
2026-09-02,19:30:01,57.968
2026-09-02,19:31:01,57.750
2026-09-02,19:32:01,57.437
2026-09-02,19:33:01,57.750
2026-09-02,19:34:01,57.750
2026-09-02,19:35:01,57.843
2026-09-02,19:36:01,57.781
2026-09-02,19:37:01,57.531
2026-09-02,19:38:02,57.343
2026-09-02,19:39:01,57.500
2026-09-02,19:40:01,57.812
2026-09-02,19:41:01,57.750
2026-09-02,19:42:01,57.593
2026-09-02,19:43:01,57.625
2026-09-02,19:44:01,57.906
2026-09-02,19:45:01,57.750
2026-09-02,19:46:01,57.781
2026-09-02,19:47:01,57.687
2026-09-02,19:48:01,57.843
2026-09-02,19:49:01,57.593
2026-09-02,19:50:01,57.843
2026-09-02,19:51:02,57.687
2026-09-02,19:52:01,57.531
2026-09-02,19:53:01,57.656
2026-09-02,19:54:01,57.625
2026-09-02,19:55:01,57.750
2026-09-02,19:56:01,57.500
2026-09-02,19:57:01,57.500
2026-09-02,19:58:01,57.718
2026-09-02,19:59:01,59.031
2026-09-02,20:00:01,61.187
2026-09-02,20:01:01,62.718
2026-09-02,20:02:01,60.656
2026-09-02,20:03:02,62.875
2026-09-02,20:04:01,63.968
2026-09-02,20:05:01,64.625
2026-09-02,20:06:01,63.687
2026-09-02,20:07:01,62.718
2026-09-02,20:08:01,61.218
2026-09-02,20:09:01,60.343
2026-09-02,20:10:01,60.000
2026-09-02,20:11:01,59.406
2026-09-02,20:12:01,59.437
2026-09-02,20:13:01,59.125
2026-09-02,20:14:01,59.062
2026-09-02,20:15:01,59.062
2026-09-02,20:16:02,58.781
2026-09-02,20:17:01,58.812
2026-09-02,20:18:01,58.968
2026-09-02,20:19:01,58.906
2026-09-02,20:20:01,58.562
2026-09-02,20:22:01,58.343
2026-09-02,20:23:01,58.562
2026-09-02,20:24:01,58.375
2026-09-02,20:25:01,58.531
2026-09-02,20:26:01,58.625
2026-09-02,20:27:01,58.093
2026-09-02,20:28:01,58.312
2026-09-02,20:29:02,58.250
2026-09-02,20:30:01,58.218
2026-09-02,20:31:01,58.125
2026-09-02,20:32:01,57.812
2026-09-02,20:33:01,57.937
2026-09-02,20:34:01,57.875
2026-09-02,20:35:01,57.843
2026-09-02,20:36:01,57.968
2026-09-02,20:37:01,57.843
2026-09-02,20:38:01,57.937
2026-09-02,20:39:01,57.968
2026-09-02,20:40:01,57.656
2026-09-02,20:41:01,57.718
2026-09-02,20:42:02,57.781
2026-09-02,20:43:01,58.031
2026-09-02,20:44:01,58.000
2026-09-02,20:45:01,57.750
2026-09-02,20:46:01,58.031
2026-09-02,20:47:01,57.750
2026-09-02,20:48:01,57.625
2026-09-02,20:49:01,57.968
2026-09-02,20:50:01,57.468
2026-09-02,20:51:01,57.437
2026-09-02,20:52:01,57.593
2026-09-02,20:53:01,57.250
2026-09-02,20:54:01,58.562
